AGE,HEIGHT_CM,WEIGHT_KG,SKILL_DRIBBLING,ATTACKING_CROSSING,ATTACKING_FINISHING,MOVEMENT_ACCELERATION,MOVEMENT_SPRINT_SPEED,POWER_SHOT_POWER,MENTALITY_AGGRESSION,DEFENDING_MARKING,DEFENDING_STANDING_TACKLE,GOALKEEPING_DIVING,GOALKEEPING_HANDLING,OVERALL,POTENTIAL
20,178,73,91,78,89,96,96,83,62,34,34,13,5,89,95
28,181,80,17,14,20,49,43,47,23,15,19,77,74,76,79
29,177,73,76,67,74,86,81,75,71,57,43,6,8,75,75
18,171,62,76,59,71,87,85,72,59,33,38,12,8,72,88
26,185,69,73,72,64,75,76,73,68,58,62,6,10,71,71
28,187,73,66,56,39,36,41,61,75,67,73,13,10,71,72
32,178,68,66,68,68,54,51,87,90,67,69,11,6,70,70
32,190,92,12,12,11,56,54,59,41,20,14,79,82,81,81
35,174,72,76,76,70,62,67,73,86,33,48,8,6,75,75
31,171,65,77,75,72,73,77,73,39,50,45,10,8,76,76
24,178,71,72,74,53,77,75,79,68,68,71,11,13,73,78
26,171,68,76,65,63,88,87,78,66,59,62,11,12,71,71
29,167,60,79,71,72,86,82,85,59,52,30,11,10,76,76
30,175,68,84,65,75,69,57,54,30,56,53,11,9,79,79
19,184,74,74,64,64,70,63,78,77,56,65,8,5,71,84
24,173,70,72,67,70,86,81,67,42,40,44,14,12,73,77
22,170,72,71,56,60,62,60,73,57,62,64,11,13,70,79
31,194,92,62,49,83,53,63,83,86,37,39,6,15,78,78
22,175,75,73,67,68,74,70,70,75,45,55,7,8,70,76
22,178,67,81,75,63,84,78,77,56,32,37,7,13,75,84
32,183,77,84,63,68,67,68,68,48,47,20,3,7,71,71
31,180,80,65,55,76,68,68,75,57,39,15,13,6,73,73
29,173,66,73,75,58,82,86,67,72,67,72,7,8,74,74
25,182,72,86,72,74,67,67,77,69,72,59,14,15,82,85
33,187,81,80,90,60,71,68,95,86,82,83,16,15,82,82
26,189,74,46,34,24,51,61,56,69,72,73,9,8,72,75
27,197,87,64,64,74,68,78,74,65,18,24,10,11,73,73
26,175,66,75,72,47,88,89,62,73,69,70,13,8,75,77
26,181,65,83,84,73,83,77,80,73,44,56,11,7,85,86
25,167,67,68,67,54,76,73,74,82,66,75,14,11,74,79
20,165,65,82,65,66,90,76,71,46,20,26,7,7,74,84
32,173,66,70,67,48,70,72,61,73,79,68,10,7,72,72
33,177,71,77,70,69,69,68,74,80,68,76,9,13,79,79
23,181,70,70,51,49,61,71,59,74,65,71,6,6,71,76
30,173,73,75,75,60,67,65,79,77,73,73,13,9,73,73
22,184,74,72,66,59,59,62,66,69,78,76,12,11,79,86
29,184,70,68,68,38,80,82,61,69,68,71,10,11,71,71
27,180,69,72,65,69,74,72,77,59,39,35,14,10,71,71
25,190,90,65,67,52,52,55,82,91,80,81,11,14,79,83
30,192,90,64,69,34,64,67,78,81,83,87,7,12,84,84
31,186,82,14,18,16,49,52,53,39,14,23,71,68,71,71
28,192,87,36,35,15,33,50,46,67,71,70,7,11,71,71
26,182,78,74,63,54,68,74,76,69,55,58,12,12,70,73
22,189,85,43,37,38,56,63,57,72,68,76,5,10,70,80
32,172,68,79,56,80,73,74,81,62,42,23,6,13,79,79
22,189,78,69,65,30,65,75,42,69,76,81,9,15,78,84
28,185,82,71,71,41,67,77,65,67,64,73,8,14,73,73
24,186,84,62,44,77,64,70,76,46,25,15,16,7,73,78
26,188,85,22,19,19,55,50,51,26,19,16,73,69,71,74
28,190,90,52,49,30,64,67,54,82,67,72,15,10,72,72
32,171,66,74,55,74,79,75,77,46,36,32,9,14,72,72
23,182,77,82,77,64,77,76,75,42,57,57,11,15,75,82
28,174,64,77,62,70,85,78,74,60,58,32,7,5,72,72
26,184,77,54,30,28,67,63,45,75,75,76,7,15,75,77
27,180,72,72,75,57,90,88,68,85,76,75,6,12,77,77
29,173,70,75,63,71,73,72,69,55,49,53,7,9,72,72
24,175,70,70,65,38,82,79,70,71,66,72,15,7,70,75
33,183,80,66,73,55,57,60,75,70,70,72,4,5,70,70
31,188,86,67,60,76,47,57,83,75,13,18,12,7,75,75
31,178,73,83,74,70,69,65,72,76,61,62,6,15,79,79
35,187,82,70,57,75,58,56,79,58,15,44,9,15,73,73
26,176,63,62,70,41,49,39,49,51,69,69,11,12,70,73
27,191,86,83,65,80,70,72,82,82,30,39,6,12,79,79
25,182,73,72,71,73,64,65,70,44,27,32,10,7,72,74
29,185,80,63,59,51,69,70,72,77,75,80,10,16,80,80
32,179,78,77,63,62,64,61,77,83,82,84,10,8,84,84
20,185,78,56,49,33,64,66,52,67,74,72,10,6,71,82
28,176,76,66,80,57,77,73,80,59,73,69,15,11,73,73
25,193,87,75,65,77,62,66,84,58,36,40,10,6,78,82
32,183,73,83,91,76,61,59,84,55,50,46,11,12,80,80
22,178,68,73,75,43,79,78,62,69,77,75,11,14,77,85
29,192,82,75,72,73,55,57,73,42,44,30,8,13,73,73
32,183,81,54,56,37,67,46,63,80,70,70,14,14,71,71
25,189,87,62,45,52,62,54,74,70,72,71,9,10,72,76
22,179,74,77,67,64,74,65,56,56,61,68,9,8,70,76
28,179,70,71,68,71,78,78,70,52,37,23,9,16,71,71
24,180,74,68,59,64,78,79,69,74,69,67,10,14,70,76
26,180,80,74,49,55,61,64,59,81,70,73,14,7,72,75
26,183,85,75,82,57,69,79,82,93,71,80,15,9,79,82
19,187,79,69,65,48,62,72,74,72,74,65,12,13,71,85
25,182,74,66,64,65,77,68,65,72,66,69,14,8,70,71
23,185,87,13,17,14,43,42,51,26,18,18,72,64,70,78
32,172,70,76,69,80,87,84,82,66,50,33,6,10,81,81
34,180,78,65,50,78,58,55,65,70,45,22,5,5,72,72
27,177,71,74,75,75,70,70,70,65,13,27,16,11,75,75
27,191,91,18,14,14,32,42,47,32,16,20,71,67,70,71
27,184,82,70,68,71,76,79,72,57,47,60,10,10,71,71
35,194,89,16,14,12,37,41,46,38,10,13,71,79,74,74
27,174,71,66,63,55,70,69,68,86,57,71,14,8,72,72
21,183,80,75,68,68,67,66,75,64,49,57,5,11,71,79
28,181,70,86,93,82,77,76,91,76,68,58,15,13,91,91
31,166,64,59,55,40,76,72,68,63,73,77,7,7,75,75
23,173,70,66,78,56,79,77,77,72,65,65,15,12,70,78
21,173,68,71,71,53,75,74,84,85,73,74,6,7,73,80
24,184,80,74,78,53,85,85,80,78,71,75,13,7,75,80
24,184,79,79,29,77,62,65,77,83,21,30,9,8,76,81
19,175,71,81,62,71,88,88,67,42,24,37,12,12,72,85
24,182,73,70,76,47,78,79,59,64,67,74,15,6,74,78
29,177,76,73,70,75,88,87,80,61,25,40,9,12,76,76
22,202,92,15,18,20,40,45,59,34,11,15,69,69,70,78
27,188,80,13,18,10,51,46,47,21,18,11,76,71,73,73
27,192,86,34,30,33,47,52,60,83,71,72,8,8,71,72
27,195,90,14,13,10,43,44,46,12,15,13,72,63,70,72
35,182,77,14,11,14,34,32,52,33,15,15,72,70,74,74
25,196,91,14,12,13,41,42,50,23,24,11,74,67,73,78
27,186,81,48,43,38,54,56,56,75,71,70,7,11,72,74
27,188,87,53,32,34,67,69,57,65,74,78,7,8,76,79
27,178,77,80,79,66,83,86,66,77,74,77,12,13,78,78
27,180,75,74,64,50,83,85,56,57,65,73,9,8,72,73
29,193,87,14,12,12,50,48,50,13,18,18,81,70,77,78
22,176,70,67,73,27,83,76,57,72,70,72,10,13,71,82
31,180,73,61,45,32,63,53,47,75,79,78,13,9,76,76
25,169,72,79,69,63,91,93,67,78,53,59,9,15,74,77
32,190,90,52,11,20,55,59,61,74,80,80,6,5,77,77
21,186,80,64,72,35,82,90,49,48,63,71,5,10,72,79
25,183,73,62,78,37,74,79,56,72,76,77,16,8,75,80
23,189,88,23,21,13,57,54,51,27,13,18,77,72,76,82
34,183,72,74,73,58,70,69,77,72,74,75,12,6,76,76
33,177,71,78,72,65,75,76,75,66,41,41,10,9,73,73
35,174,73,58,68,42,69,64,76,87,77,81,6,10,80,80
28,187,84,68,56,78,69,69,76,76,32,19,10,7,75,75
27,182,70,69,69,59,69,68,59,69,62,71,13,11,74,74
30,188,81,12,15,10,46,50,53,32,20,12,76,73,78,78
23,173,68,73,63,65,73,72,71,65,76,63,5,13,75,81
32,185,85,82,72,77,80,85,85,58,39,28,16,8,78,78
22,178,71,72,75,50,73,73,62,62,66,70,8,10,70,79
24,190,78,8,12,5,48,50,44,20,16,14,77,73,75,80
26,182,80,71,61,52,56,61,76,72,70,74,11,7,74,77
28,198,103,16,10,13,28,37,54,36,11,17,76,75,76,78
21,183,62,83,70,61,79,83,63,68,69,73,12,7,77,84
23,177,75,69,65,70,78,74,76,47,52,21,8,6,71,79
32,186,75,68,69,60,40,40,74,78,74,67,6,9,74,74
31,175,70,77,61,53,80,81,60,75,83,86,15,14,82,82
24,175,68,73,76,65,81,77,81,70,67,76,8,14,75,80
28,183,71,79,75,75,76,75,82,68,41,39,7,11,76,76
27,183,77,36,25,24,73,74,36,70,68,68,15,16,71,73
27,192,88,60,32,37,42,50,72,80,79,76,15,16,78,80
35,180,83,70,75,52,75,75,74,84,75,74,6,8,74,74
30,188,89,59,48,30,54,58,53,66,73,76,7,9,74,74
26,173,68,67,56,43,55,59,72,66,63,69,8,11,72,75
23,186,83,62,39,25,70,68,49,73,71,76,8,15,71,78
26,186,84,74,67,59,73,68,72,58,59,59,9,12,72,73
23,186,76,66,70,37,68,69,65,69,82,79,9,7,79,85
20,175,66,67,72,31,77,74,41,59,74,72,6,12,73,81
20,185,78,68,64,75,78,90,73,71,36,36,14,14,74,85
30,180,81,71,64,55,76,79,71,76,66,72,7,7,75,75
23,187,77,75,72,69,86,88,78,47,47,30,9,6,72,80
22,192,89,54,28,32,61,66,70,74,76,77,8,9,76,82
30,191,82,51,44,47,55,49,64,70,72,73,10,13,72,72
25,194,80,42,32,37,62,70,50,76,76,78,14,8,75,81
22,191,84,11,11,9,30,28,46,28,11,13,68,66,70,80
25,183,65,72,59,71,69,66,70,59,46,51,15,13,72,76
19,186,82,62,42,36,59,62,53,68,76,76,11,9,74,85
24,188,80,63,66,52,55,52,67,71,67,68,14,12,70,75
23,184,78,72,58,42,69,69,73,82,61,75,11,11,73,78
31,190,88,60,67,30,54,59,70,72,75,73,6,15,74,74
28,183,72,41,35,37,66,68,35,72,58,71,9,16,70,72
23,180,74,70,62,63,71,73,72,71,64,65,9,7,71,75
27,173,73,78,84,41,79,83,68,84,83,83,13,13,85,86
28,172,67,74,70,67,66,64,75,56,72,67,16,14,76,76
26,183,80,57,33,34,70,74,67,82,62,70,9,15,72,75
21,174,62,72,59,69,91,87,70,37,32,48,11,13,72,86
27,174,74,85,66,68,92,91,78,68,40,50,12,10,75,75
25,186,78,45,32,20,63,65,42,80,73,75,10,15,74,78
24,183,76,77,78,62,80,78,72,74,75,73,7,16,76,79
25,167,64,74,64,66,89,88,70,53,26,30,12,8,70,73
26,166,61,73,69,68,77,77,68,48,27,37,5,6,72,72
28,182,81,71,66,84,77,76,78,55,30,25,9,11,79,79
23,190,86,64,38,70,65,67,71,64,18,21,11,13,70,77
21,180,72,80,64,69,79,79,69,54,25,42,10,6,72,83
32,178,70,72,70,72,81,79,77,80,31,27,11,13,74,74
21,179,72,77,67,65,74,67,76,64,49,55,11,8,71,83
32,175,72,67,49,68,72,69,69,74,26,21,16,12,72,72
25,189,76,63,40,79,66,58,73,33,20,21,11,14,72,76
31,194,93,64,46,77,60,66,76,79,39,32,7,11,74,74
28,183,78,80,74,74,65,61,76,69,30,45,14,15,78,78
26,182,70,68,49,71,71,70,70,55,13,14,8,6,71,73
30,168,73,71,60,67,76,71,80,66,57,59,7,14,71,71
23,176,75,65,71,51,71,74,62,75,73,68,15,11,73,82
27,174,74,69,70,54,70,74,71,82,77,74,12,7,73,73
25,188,72,66,54,68,75,76,73,58,44,33,9,11,70,75
28,188,84,61,59,24,61,68,64,69,73,71,12,11,72,73
23,181,74,75,63,78,77,76,81,44,33,19,14,10,76,81
22,176,68,75,77,59,75,75,69,69,67,70,14,13,73,79
22,176,68,83,76,70,90,89,80,74,45,54,8,7,79,84
33,176,74,67,68,66,58,48,75,58,50,54,14,9,71,71
30,172,75,55,50,39,66,64,73,73,76,70,6,16,73,73
29,193,86,58,47,20,52,54,52,76,81,83,16,8,78,78
28,187,83,45,38,47,64,71,38,57,71,74,8,11,72,73
31,175,70,66,71,48,78,74,75,64,71,68,14,11,72,72
26,183,79,47,61,32,57,72,44,70,63,75,7,15,74,76
39,193,87,14,12,11,37,39,49,38,15,20,76,75,75,75
23,181,75,82,79,44,81,83,70,82,80,82,10,12,81,84
27,177,70,75,54,59,81,76,61,64,64,63,15,16,73,74
28,192,84,46,54,34,61,51,37,68,67,70,8,12,70,71
31,169,67,73,73,66,79,76,77,56,47,52,10,13,71,71
27,175,70,62,51,74,81,78,81,55,16,12,8,8,74,74
28,173,65,76,63,68,90,92,71,68,45,33,7,15,73,73
32,185,86,43,30,21,67,68,66,74,73,71,4,10,71,71
28,191,102,11,15,12,42,41,53,31,19,18,75,70,74,77
24,178,68,76,63,62,74,72,72,75,69,73,9,13,75,80
28,174,76,80,80,57,78,76,68,87,81,83,10,11,80,80
27,194,82,15,12,14,34,24,52,33,16,18,74,69,72,76
23,180,66,68,71,42,74,78,44,67,70,69,8,12,71,74
23,191,78,73,46,72,64,70,75,72,25,31,9,10,73,80
24,178,75,74,69,76,86,84,70,46,47,21,14,7,73,78
31,186,80,68,48,70,56,58,76,74,58,36,7,9,71,71
30,183,78,78,70,76,77,79,75,70,29,35,7,12,75,75
37,182,81,14,17,12,47,34,59,29,17,19,79,69,76,76
33,190,86,17,14,19,33,37,52,23,10,15,71,70,72,72
19,170,62,78,53,67,80,78,55,30,39,34,12,11,70,86
27,178,78,78,75,73,88,88,80,70,32,40,8,15,76,77
22,174,75,65,67,36,74,77,34,58,69,71,10,13,70,78
26,190,92,70,55,77,75,76,69,78,17,25,7,7,75,78
24,179,64,71,67,36,91,92,32,76,66,74,9,8,75,81
30,173,70,77,74,72,85,83,83,75,53,55,11,12,77,77
25,175,68,73,48,72,93,91,63,52,50,28,15,10,71,76
27,180,77,62,36,30,79,78,49,75,80,80,13,8,78,79
28,180,68,70,62,52,66,54,64,80,72,74,9,11,73,73
24,172,63,70,65,62,76,73,67,75,74,75,12,8,75,82
24,182,82,63,55,52,67,72,79,77,68,75,9,14,73,76
24,175,70,68,76,52,76,77,73,69,68,72,14,13,72,76
24,190,76,45,42,23,58,66,64,67,76,76,8,9,74,77
35,177,75,75,75,58,69,68,72,81,80,81,9,9,80,80
25,184,74,78,69,77,65,65,87,66,75,69,11,9,79,82
28,175,67,74,76,58,72,68,75,71,75,75,6,8,74,74
21,184,75,81,65,67,81,78,79,53,26,64,10,15,74,84
30,189,84,71,63,59,59,56,78,92,79,82,11,11,79,79
27,167,73,71,67,49,71,68,62,77,74,75,14,12,75,75
28,184,70,74,44,73,69,65,73,50,46,25,15,15,72,72
28,174,76,75,73,70,72,64,74,58,60,67,10,8,74,74
27,174,70,86,84,78,74,75,76,46,60,54,16,7,83,84
24,190,80,64,60,72,64,66,79,78,35,35,14,15,73,79
26,182,74,53,40,29,73,86,67,74,78,76,9,7,75,79
23,177,73,84,73,78,93,87,84,67,55,37,7,14,79,85
30,187,78,69,57,61,42,46,67,70,71,80,7,12,76,76
27,188,82,47,38,32,63,65,41,68,71,72,16,6,71,73
28,176,76,72,65,67,91,88,71,45,34,14,14,12,72,72
22,180,73,79,65,76,91,92,64,59,28,36,10,13,75,86
22,179,70,85,74,68,72,66,64,76,62,75,12,15,81,87
18,173,67,79,55,64,89,77,61,43,40,43,6,7,70,87
29,187,82,72,44,77,48,68,80,71,24,39,15,6,74,74
26,182,76,67,42,75,67,66,75,72,30,20,8,8,71,74
27,181,83,74,71,78,70,75,85,79,31,29,10,14,78,79
29,176,70,76,63,75,86,78,71,71,24,13,5,12,74,74
33,187,85,56,52,38,45,37,67,77,78,78,11,15,76,76
30,185,75,85,68,64,69,65,76,65,40,36,4,6,75,75
23,195,94,58,30,75,64,81,71,65,23,36,12,5,71,77
22,170,66,74,71,66,73,70,72,41,21,41,9,7,74,83
24,181,81,77,67,75,73,66,82,81,75,78,7,10,83,88
33,188,77,69,68,82,81,79,85,85,29,29,14,15,79,79
23,187,77,73,57,66,68,75,73,66,56,70,12,7,72,80
26,185,81,63,44,46,40,51,81,76,77,77,11,14,76,80
29,173,63,67,69,36,92,85,50,64,67,70,15,8,72,72
26,177,70,68,70,46,72,67,77,77,68,73,10,15,71,74
34,185,70,65,77,62,54,53,79,55,66,65,8,8,71,71
24,183,77,80,72,64,71,74,69,38,37,32,12,7,71,74
24,179,70,70,66,56,72,73,79,84,78,81,16,14,79,83
28,173,70,77,72,71,82,84,76,70,42,40,15,7,76,76
34,184,79,72,82,64,74,79,78,83,82,83,14,11,81,81
25,170,62,74,67,67,77,77,68,44,46,26,13,6,74,75
30,184,74,52,62,43,68,67,59,69,73,71,16,8,72,72
26,174,70,88,75,82,95,89,79,72,31,43,9,10,83,84
31,180,72,76,72,63,76,74,74,39,54,29,15,5,72,72
29,183,78,74,68,66,85,86,68,57,55,40,15,10,72,72
31,180,73,60,67,45,65,69,69,78,74,76,12,12,74,74
31,187,91,15,15,19,35,39,56,25,10,15,79,73,78,78
25,182,70,76,60,58,82,76,66,52,50,50,10,7,72,77
30,194,82,65,47,71,62,62,77,79,29,26,10,7,72,72
26,185,82,70,73,53,50,52,90,92,66,72,7,8,81,84
34,180,76,76,69,68,66,70,69,59,29,54,11,11,75,75
22,190,85,13,14,9,51,48,54,21,17,14,75,71,75,85
28,182,76,70,60,66,71,72,77,87,54,68,13,12,72,72
25,181,70,72,70,71,71,68,75,66,65,65,5,13,74,79
23,180,74,83,67,63,89,88,82,41,42,45,6,11,75,80
28,183,75,77,80,68,81,83,77,54,49,45,14,16,75,75
23,186,78,65,55,48,74,78,81,75,70,71,9,10,73,77
27,185,77,34,34,30,69,64,55,66,72,74,15,10,71,72
27,168,63,78,69,64,91,89,63,46,51,24,9,8,73,73
32,158,56,77,74,72,82,65,69,65,48,58,6,5,76,76
26,173,73,72,67,55,83,78,78,69,75,78,13,9,76,77
31,180,71,76,61,78,73,78,76,57,22,23,8,14,76,76
24,173,66,75,89,69,66,55,74,67,63,64,12,12,79,84
31,182,77,52,39,42,65,68,70,88,73,75,13,12,71,71
33,185,84,47,61,51,59,52,59,76,71,74,12,15,72,72
34,188,96,11,11,11,53,47,47,41,23,15,74,70,75,75
28,185,82,55,41,32,54,52,48,79,77,78,14,12,78,78
35,194,86,16,14,11,45,45,47,39,21,18,73,73,74,74
29,186,80,72,74,68,59,55,81,86,75,81,7,12,80,80
28,192,82,18,17,13,57,58,61,38,25,21,90,84,89,90
26,183,78,73,60,75,80,85,73,37,12,17,6,9,75,78
30,178,80,76,64,64,73,77,72,52,55,59,9,16,73,73
23,184,70,74,76,53,73,76,76,67,65,74,7,5,72,77
27,174,71,70,64,58,67,63,66,69,55,73,10,7,72,73
24,182,72,56,49,31,66,55,50,67,76,78,15,9,73,80
33,197,92,14,14,13,45,49,50,39,12,14,72,69,71,71
35,177,71,73,74,55,78,72,63,58,79,64,10,14,71,71
26,185,83,14,15,10,44,45,43,37,11,14,70,67,70,75
33,175,70,77,86,62,63,59,82,85,77,80,12,9,81,81
26,188,88,11,10,10,48,42,46,35,9,11,71,70,70,72
29,171,71,72,76,47,79,82,79,78,68,70,8,7,74,74
27,180,75,77,66,68,83,85,72,40,21,30,16,15,72,72
27,170,73,83,72,71,68,64,74,59,51,52,10,8,80,80
25,169,70,77,66,73,86,86,75,59,50,48,9,10,74,77
32,175,77,86,66,80,78,77,81,66,55,30,7,16,78,78
29,194,81,59,52,54,61,75,42,83,78,81,10,15,80,80
33,184,81,58,66,30,80,84,55,90,63,71,11,13,72,72
25,174,68,76,70,66,69,69,74,62,57,63,7,9,74,78
23,197,82,14,11,8,21,18,53,18,18,12,73,69,70,78
25,175,63,77,71,65,81,77,63,61,46,50,13,11,72,75
29,185,82,83,86,84,90,91,92,65,54,55,15,15,85,85
29,172,67,78,64,73,82,74,75,73,50,53,6,6,73,73
33,190,74,25,15,10,60,62,56,32,12,16,81,75,81,81
22,179,82,75,77,56,77,80,81,72,73,67,6,7,72,83
23,183,80,80,60,66,75,68,71,70,50,36,14,7,73,81
33,185,77,69,75,62,52,55,69,70,35,64,12,15,71,71
27,180,79,74,72,70,70,68,80,60,37,50,8,11,73,73
23,186,76,55,44,48,43,63,49,82,69,71,14,14,74,81
27,175,74,70,85,69,76,75,70,59,44,41,8,10,72,72
22,177,70,74,61,67,78,75,65,47,46,49,7,7,74,85
20,178,70,71,56,53,74,77,65,80,68,72,12,10,72,81
28,189,88,81,64,83,75,77,86,70,10,22,2,2,82,82
31,169,69,84,76,72,89,74,72,49,60,39,11,12,79,79
27,182,82,77,74,56,82,83,62,45,67,75,13,8,74,74
22,178,69,73,63,57,75,72,62,69,62,65,12,14,72,79
23,185,83,86,78,79,78,86,81,43,39,42,11,16,84,88
30,183,82,77,59,76,73,74,84,80,32,44,7,13,78,78
30,179,72,74,70,56,71,73,76,78,74,77,9,13,78,78
24,183,75,59,64,22,61,63,49,71,68,70,7,6,70,75
30,187,82,13,14,14,40,38,51,25,29,13,71,73,73,74
35,182,73,67,70,61,59,60,78,61,65,59,10,6,70,70
32,179,75,67,51,73,67,76,71,55,18,20,14,14,72,72
29,188,87,59,51,30,51,55,79,83,81,79,11,8,77,77
31,171,62,69,80,57,77,76,75,85,78,78,10,11,78,78
27,177,75,74,63,63,74,80,82,73,43,38,12,14,70,71
28,180,70,75,73,71,70,69,66,49,39,26,14,14,73,73
25,178,76,85,81,65,70,65,86,57,62,56,9,14,80,81
29,180,80,73,55,69,52,34,72,85,80,84,6,14,81,81
24,175,67,71,65,64,89,85,60,38,33,36,10,9,70,74
22,184,74,78,67,77,67,74,82,74,71,72,7,12,81,87
22,175,73,86,66,84,87,83,78,73,53,23,13,8,82,88
25,183,77,80,78,70,61,55,81,59,29,33,7,7,73,76
27,178,78,79,84,46,78,80,67,79,74,74,14,6,79,80
25,193,83,53,34,42,76,76,61,73,67,72,7,11,71,73
34,185,80,61,65,25,49,54,47,74,77,77,11,10,75,75
31,191,77,43,22,32,39,34,56,79,69,69,6,13,71,71
26,193,90,42,27,24,47,52,49,71,73,75,15,9,72,76
24,180,75,69,63,48,75,75,63,74,82,82,10,7,80,84
19,181,74,75,79,59,77,66,78,57,49,61,9,14,72,84
21,175,73,81,68,70,90,89,75,65,32,36,9,8,78,86
20,180,75,57,26,29,69,70,41,66,78,79,11,10,76,86
22,176,68,69,52,55,59,67,52,50,62,57,14,8,70,80
29,172,66,75,67,68,90,91,77,78,31,27,14,12,72,72
32,185,81,74,59,68,66,64,76,81,55,68,6,15,77,77
23,192,90,48,36,40,60,60,48,76,79,79,13,7,78,86
23,184,77,73,70,63,75,69,66,77,20,52,13,8,70,76
32,181,71,76,75,49,72,74,62,71,73,74,7,6,76,76
27,180,76,15,9,12,54,58,53,40,10,11,71,65,70,73
22,169,66,77,64,69,85,80,78,59,36,42,7,13,73,82
31,181,74,72,50,79,83,85,75,50,40,20,14,7,75,75
26,171,75,80,71,65,88,85,79,27,49,21,13,8,76,76
38,183,76,11,13,18,44,42,45,33,8,12,70,68,70,70
19,193,79,60,63,55,62,69,84,63,73,73,10,13,72,83
22,177,71,75,59,65,79,84,77,58,60,33,13,15,71,78
31,188,74,13,13,11,43,35,51,36,14,17,74,72,73,73
29,182,80,69,61,73,82,77,75,51,44,18,14,11,71,71
23,181,75,70,70,73,84,86,75,45,35,34,15,10,71,80
25,188,82,80,41,81,76,77,81,63,55,12,7,13,80,84
35,180,80,36,36,36,60,60,55,69,72,71,8,10,71,71
34,182,83,77,74,75,67,72,90,71,54,39,10,9,75,75
26,188,88,42,26,35,68,76,33,80,72,70,6,13,73,78
29,193,79,17,11,17,58,56,48,35,13,13,77,75,76,77
24,189,77,18,24,19,45,52,59,39,19,20,82,83,83,88
29,176,77,73,62,56,90,90,67,71,71,70,12,7,73,73
25,175,68,71,70,64,85,79,75,27,41,24,6,9,70,72
31,174,72,70,74,59,53,57,71,83,66,82,7,6,77,77
31,174,64,67,72,62,84,78,64,72,65,63,12,15,71,71
25,166,62,78,65,67,88,90,69,48,36,27,5,9,72,75
30,180,79,74,75,49,65,66,85,80,64,74,11,10,73,73
35,170,68,76,75,68,84,92,69,60,67,70,12,15,73,73
23,177,68,85,78,80,76,78,82,72,61,67,10,7,83,89
24,173,70,64,66,66,93,92,58,53,40,52,7,14,71,76
35,176,76,68,56,45,52,51,54,64,77,77,14,11,72,72
29,168,62,72,73,68,68,66,67,81,75,77,10,13,75,75
30,186,83,64,60,72,52,62,83,77,29,26,8,12,72,72
28,189,86,10,13,13,45,52,59,30,15,14,82,77,83,84
24,179,78,83,78,75,82,85,76,45,39,39,8,10,77,79
33,190,81,15,19,16,44,34,54,18,20,15,78,76,78,78
26,182,76,76,79,70,78,69,69,75,71,77,14,10,77,78
27,176,73,57,43,32,68,53,63,80,73,71,7,8,73,76
24,177,73,76,64,57,87,81,73,56,37,29,8,6,70,75
31,181,74,72,71,65,77,81,63,71,55,66,13,13,73,73
35,173,78,72,76,66,59,52,83,73,67,66,11,9,74,74
28,182,74,73,78,68,72,75,80,78,80,81,9,12,79,79
30,179,80,73,69,70,66,67,71,69,59,63,13,13,74,74
29,178,69,72,50,76,74,73,70,78,21,15,9,15,73,73
23,197,80,72,64,64,55,60,84,71,73,77,11,7,74,82
30,187,72,70,68,78,74,72,78,53,26,29,7,16,77,77
25,176,73,66,59,71,73,77,73,42,22,33,12,16,71,74
30,173,74,79,76,72,86,85,75,46,23,25,7,14,76,76
31,183,78,75,74,75,65,65,72,74,72,70,6,15,74,74
28,176,73,73,60,61,80,84,76,36,30,25,7,10,71,71
26,186,86,68,35,26,79,76,73,82,80,80,7,10,79,81
26,178,78,65,58,73,76,77,74,64,27,34,8,10,72,75
26,194,87,73,37,68,73,74,70,55,32,41,6,6,72,75
31,190,80,69,53,66,34,35,79,75,78,76,14,11,78,78
33,192,94,12,15,14,45,48,55,29,20,15,80,70,77,77
27,187,78,63,29,60,61,66,65,74,65,67,12,9,70,73
35,186,81,66,60,65,56,58,70,75,69,67,9,14,71,71
31,178,79,67,78,72,66,55,77,78,76,75,9,16,79,79
33,176,70,72,74,65,92,93,67,58,35,37,15,13,72,72
27,187,75,42,15,17,54,52,15,65,71,75,8,13,71,73
31,182,71,82,60,86,76,74,79,68,30,41,13,12,81,81
28,188,81,77,70,80,73,82,80,80,50,36,7,11,80,80
33,176,83,74,73,80,64,64,85,81,57,55,10,11,80,80
22,182,67,72,64,63,65,68,63,71,68,67,7,12,74,80
32,178,77,72,70,74,77,79,74,74,30,29,7,8,72,72
23,180,70,65,66,46,75,76,63,61,66,70,11,15,70,77
28,173,70,70,72,61,76,78,70,68,59,70,9,15,70,70
20,172,69,75,75,59,82,83,68,71,67,65,13,7,75,84
28,181,66,78,70,65,83,89,65,67,52,49,14,10,74,74
31,183,86,15,12,12,59,56,50,29,25,13,75,70,75,75
21,178,78,77,63,41,75,72,65,65,73,66,7,6,74,83
23,193,85,46,37,21,58,66,45,76,73,77,12,6,75,84
29,171,68,71,62,75,84,85,68,56,28,29,8,11,71,71
31,181,72,66,72,66,69,74,72,64,70,69,13,15,71,71
26,170,65,77,76,70,65,65,63,41,36,43,12,15,75,76
32,176,70,74,36,82,78,79,70,46,22,13,11,12,78,78
24,172,67,82,75,80,91,76,77,47,30,31,14,8,79,83
27,183,81,70,71,55,79,81,61,68,62,70,12,15,71,71
28,180,72,64,68,55,69,70,65,86,68,73,15,13,70,71
